,date,hour,holiday,weather,temp,temp_felt,humidity,windspeed,co,type_a,type_b,type_ab
22,2016-01-07,18,0,1.0,275.48999999999995,272.1518,0.51,8.9981,"2,9",5.0,158.0,163.0
23,2016-01-07,19,0,1.0,275.48999999999995,274.1516,0.55,6.0032,"2,9",3.0,109.0,112.0
24,2016-01-07,20,0,1.0,274.54999999999995,271.1486,0.51,11.0014,"2,9",3.0,66.0,69.0
25,2016-01-07,21,0,2.0,275.48999999999995,271.1486,0.55,15.001299999999999,"2,9",,48.0,48.0
26,2016-01-07,22,0,2.0,275.48999999999995,271.1486,0.51,19.0012,"2,9",1.0,51.0,52.0
27,2016-01-07,23,0,2.0,274.54999999999995,270.152,0.59,12.998000000000001,"2,9",4.0,19.0,23.0
28,2016-01-08,0,0,2.0,274.54999999999995,270.152,0.64,12.998000000000001,"2,9",4.0,13.0,17.0
29,2016-01-08,1,0,2.0,274.54999999999995,270.152,0.69,15.001299999999999,"2,9",2.0,5.0,7.0
30,2016-01-08,2,0,2.0,274.54999999999995,270.152,0.69,15.001299999999999,"2,9",,1.0,1.0
31,2016-01-08,4,0,2.0,274.54999999999995,271.1486,0.69,8.9981,"2,9",,1.0,1.0
32,2016-01-08,5,0,3.0,275.48999999999995,275.1482,0.55,0.0,"2,9",,5.0,5.0
33,2016-01-08,6,0,2.0,274.54999999999995,274.1516,0.69,0.0,"2,9",8.0,26.0,34.0
34,2016-01-08,7,0,1.0,274.54999999999995,271.1486,0.69,8.9981,"2,9",8.0,76.0,84.0
35,2016-01-08,8,0,1.0,274.54999999999995,270.152,0.51,16.997899999999998,"2,9",20.0,190.0,210.0
36,2016-01-08,9,0,1.0,274.54999999999995,269.1488,0.47,19.999499999999998,"2,9",9.0,125.0,134.0
37,2016-01-08,10,0,1.0,275.48999999999995,270.152,0.37,22.0028,"2,9",16.0,47.0,63.0
38,2016-01-08,11,0,2.0,274.54999999999995,270.152,0.4,15.001299999999999,"2,9",19.0,48.0,67.0
39,2016-01-08,12,0,2.0,274.54999999999995,270.152,0.37,16.997899999999998,"2,9",9.0,50.0,59.0
40,2016-01-08,13,0,2.0,274.54999999999995,269.1488,0.37,19.0012,"2,9",9.0,64.0,73.0
41,2016-01-08,14,0,2.0,274.54999999999995,270.152,0.4,16.997899999999998,"2,9",7.0,43.0,50.0
42,2016-01-08,15,0,2.0,274.54999999999995,271.1486,0.37,11.0014,"2,9",9.0,63.0,72.0
43,2016-01-08,16,0,2.0,274.54999999999995,271.1486,0.37,11.0014,"2,9",5.0,82.0,87.0
44,2016-01-08,17,0,2.0,274.54999999999995,274.1516,0.37,0.0,"2,9",9.0,178.0,187.0
45,2016-01-08,18,0,1.0,274.54999999999995,272.1518,0.4,6.0032,"2,9",7.0,116.0,123.0
46,2016-01-08,19,0,1.0,272.66999999999996,270.152,0.55,6.0032,"2,9",3.0,92.0,95.0
47,2016-01-08,20,0,1.0,273.60999999999996,271.1486,0.47,7.0015,"2,9",1.0,50.0,51.0
48,2016-01-08,21,0,1.0,273.60999999999996,270.152,0.47,8.9981,"2,9",,39.0,39.0
49,2016-01-08,22,0,2.0,273.60999999999996,270.152,0.43,11.0014,"2,9",2.0,34.0,36.0
50,2016-01-08,23,0,2.0,273.60999999999996,270.152,0.51,11.0014,"2,9",1.0,14.0,15.0
51,2016-01-09,0,0,2.0,273.60999999999996,270.152,0.51,11.0014,"2,4",1.0,24.0,25.0
52,2016-01-09,1,0,2.0,273.60999999999996,271.1486,0.55,6.0032,"2,4",1.0,15.0,16.0
53,2016-01-09,2,0,2.0,273.60999999999996,273.1484,0.55,0.0,"2,4",3.0,13.0,16.0
54,2016-01-09,3,0,3.0,273.60999999999996,270.152,0.55,11.0014,"2,4",,7.0,7.0
55,2016-01-09,4,0,3.0,273.60999999999996,270.152,0.55,11.0014,"2,4",,1.0,1.0
56,2016-01-09,5,0,2.0,272.66999999999996,268.1522,0.74,11.0014,"2,4",,5.0,5.0
57,2016-01-09,6,0,2.0,272.66999999999996,268.1522,0.74,11.0014,"2,4",,2.0,2.0
58,2016-01-09,7,0,2.0,272.66999999999996,269.1488,0.74,7.0015,"2,4",1.0,8.0,9.0
59,2016-01-09,8,0,3.0,272.66999999999996,269.1488,0.93,7.0015,"2,4",,15.0,15.0
60,2016-01-09,9,0,3.0,272.66999999999996,269.1488,0.93,7.0015,"2,4",,20.0,20.0
61,2016-01-09,10,0,2.0,273.60999999999996,,0.8,11.0014,"2,4",5.0,56.0,61.0
62,2016-01-09,11,0,2.0,274.54999999999995,269.1488,0.69,26.0027,"2,4",2.0,60.0,62.0
63,2016-01-09,12,0,2.0,274.54999999999995,269.1488,0.59,23.9994,"2,4",8.0,90.0,98.0
64,2016-01-09,13,0,1.0,274.54999999999995,269.1488,0.44,22.0028,"2,4",7.0,95.0,102.0
65,2016-01-09,14,0,1.0,274.54999999999995,268.1522,0.32,32.9975,"2,4",12.0,83.0,95.0
66,2016-01-09,15,0,1.0,274.54999999999995,268.1522,0.32,30.002599999999997,"2,4",5.0,69.0,74.0
67,2016-01-09,16,0,1.0,273.60999999999996,266.1524,0.29,30.002599999999997,"2,4",8.0,68.0,76.0
68,2016-01-09,17,0,1.0,272.66999999999996,265.14919999999995,0.37,36.9974,"2,4",5.0,64.0,69.0
69,2016-01-09,18,0,1.0,271.72999999999996,265.14919999999995,0.39,19.999499999999998,"2,4",3.0,52.0,55.0
70,2016-01-09,19,0,1.0,271.72999999999996,,0.36,16.997899999999998,"2,4",4.0,26.0,30.0
71,2016-01-09,20,0,1.0,270.78999999999996,265.14919999999995,0.36,16.997899999999998,"2,4",,28.0,28.0
72,2016-01-09,21,0,1.0,270.78999999999996,264.1526,0.39,23.9994,"2,4",2.0,35.0,37.0
73,2016-01-09,22,0,1.0,270.78999999999996,264.1526,0.36,26.0027,"2,4",1.0,33.0,34.0
74,2016-01-09,23,0,1.0,269.84999999999997,261.14959999999996,0.39,30.002599999999997,"2,4",,22.0,22.0
75,2016-01-10,0,0,1.0,269.84999999999997,262.15279999999996,0.42,26.0027,"2,4",1.0,24.0,25.0
76,2016-01-10,1,0,1.0,269.84999999999997,261.14959999999996,0.42,31.0009,"2,4",,12.0,12.0
77,2016-01-10,2,0,1.0,269.84999999999997,261.14959999999996,0.46,31.0009,"2,4",,11.0,11.0
78,2016-01-10,3,0,1.0,269.84999999999997,262.15279999999996,0.46,27.999299999999998,"2,4",,4.0,4.0
79,2016-01-10,4,0,1.0,268.90999999999997,263.14939999999996,0.53,12.998000000000001,"2,4",,1.0,1.0
80,2016-01-10,5,0,1.0,268.90999999999997,263.14939999999996,0.53,12.998000000000001,"2,4",,1.0,1.0
81,2016-01-10,6,0,1.0,269.84999999999997,263.14939999999996,0.49,19.0012,"2,4",,1.0,1.0
82,2016-01-10,7,0,1.0,268.90999999999997,263.14939999999996,0.53,12.998000000000001,"2,4",1.0,5.0,6.0
83,2016-01-10,8,0,1.0,269.84999999999997,263.14939999999996,0.49,19.0012,"2,4",,10.0,10.0
84,2016-01-10,9,0,1.0,270.78999999999996,262.15279999999996,0.46,35.0008,"2,4",,19.0,19.0
85,2016-01-10,10,0,1.0,271.72999999999996,264.1526,0.43,26.0027,"2,4",,49.0,49.0
86,2016-01-10,11,0,1.0,272.66999999999996,265.14919999999995,0.4,35.0008,"2,4",2.0,47.0,49.0
87,2016-01-10,12,0,1.0,273.60999999999996,266.1524,0.37,30.002599999999997,"2,4",4.0,79.0,83.0
88,2016-01-10,13,0,1.0,274.54999999999995,268.1522,0.34,30.002599999999997,"2,4",6.0,69.0,75.0
89,2016-01-10,14,0,1.0,275.48999999999995,269.1488,0.32,31.0009,"2,4",8.0,64.0,72.0
90,2016-01-10,15,0,1.0,275.48999999999995,270.152,0.35,23.9994,"2,4",5.0,77.0,82.0
91,2016-01-10,16,0,1.0,274.54999999999995,268.1522,0.34,30.002599999999997,"2,4",13.0,79.0,92.0
92,2016-01-10,17,0,1.0,273.60999999999996,267.149,0.37,26.0027,"2,4",3.0,59.0,62.0
93,2016-01-10,18,0,1.0,272.66999999999996,266.1524,0.4,22.0028,"2,4",4.0,44.0,48.0
94,2016-01-10,19,0,1.0,272.66999999999996,266.1524,0.43,22.0028,"2,4",1.0,40.0,41.0
95,2016-01-10,20,0,1.0,271.72999999999996,265.14919999999995,0.46,16.997899999999998,"2,4",,38.0,38.0
96,2016-01-10,21,0,1.0,271.72999999999996,264.1526,0.46,27.999299999999998,"2,4",1.0,19.0,20.0
97,2016-01-10,22,0,1.0,271.72999999999996,265.14919999999995,0.46,19.999499999999998,"2,4",5.0,10.0,15.0
98,2016-01-10,23,0,1.0,270.78999999999996,266.1524,0.5,12.998000000000001,"2,4",,6.0,6.0
99,2016-01-11,0,0,1.0,270.78999999999996,265.14919999999995,0.5,19.0012,"2,4",2.0,3.0,5.0
100,2016-01-11,1,0,1.0,270.78999999999996,265.14919999999995,0.5,19.0012,"2,4",1.0,,1.0
101,2016-01-11,2,0,1.0,270.78999999999996,265.14919999999995,0.5,15.001299999999999,"2,4",,3.0,3.0
102,2016-01-11,3,0,1.0,270.78999999999996,265.14919999999995,0.5,15.001299999999999,"2,4",,1.0,1.0
103,2016-01-11,4,0,1.0,269.84999999999997,265.14919999999995,0.54,8.9981,"2,4",1.0,2.0,3.0
104,2016-01-11,5,0,1.0,269.84999999999997,264.1526,0.54,16.997899999999998,"2,4",,3.0,3.0
105,2016-01-11,6,0,1.0,270.78999999999996,265.14919999999995,0.5,19.0012,"2,4",,31.0,31.0
106,2016-01-11,7,0,1.0,270.78999999999996,265.14919999999995,0.5,15.001299999999999,"2,4",2.0,75.0,77.0
107,2016-01-11,8,0,2.0,270.78999999999996,265.14919999999995,0.5,19.0012,"2,4",4.0,184.0,188.0
108,2016-01-11,9,0,2.0,271.72999999999996,265.14919999999995,0.5,16.997899999999998,"2,4",2.0,92.0,94.0
109,2016-01-11,10,0,2.0,271.72999999999996,265.14919999999995,0.5,19.999499999999998,"2,4",,31.0,31.0
110,2016-01-11,11,0,2.0,272.66999999999996,266.1524,0.47,19.0012,"2,4",2.0,28.0,30.0
111,2016-01-11,12,0,2.0,274.54999999999995,269.1488,0.4,19.0012,"2,4",5.0,47.0,52.0
112,2016-01-11,13,0,2.0,274.54999999999995,269.1488,0.4,19.0012,"2,4",4.0,50.0,54.0
113,2016-01-11,14,0,2.0,274.54999999999995,270.152,0.4,15.001299999999999,"2,4",,47.0,47.0
114,2016-01-11,15,0,2.0,274.54999999999995,270.152,0.4,15.001299999999999,"2,4",2.0,43.0,45.0
115,2016-01-11,16,0,1.0,274.54999999999995,271.1486,0.4,8.9981,"2,4",4.0,70.0,74.0
116,2016-01-11,17,0,1.0,274.54999999999995,272.1518,0.4,7.0015,"2,4",4.0,174.0,178.0
117,2016-01-11,18,0,1.0,274.54999999999995,270.152,0.4,15.001299999999999,"2,4",1.0,154.0,155.0
118,2016-01-11,19,0,1.0,272.66999999999996,268.1522,0.47,11.0014,"2,4",3.0,92.0,95.0
119,2016-01-11,20,0,1.0,272.66999999999996,268.1522,0.5,11.0014,"2,4",1.0,73.0,74.0
120,2016-01-11,21,0,1.0,271.72999999999996,266.1524,0.59,12.998000000000001,"2,4",1.0,37.0,38.0
121,2016-01-11,22,0,1.0,271.72999999999996,267.149,0.59,11.0014,"2,4",2.0,22.0,24.0
122,2016-01-11,23,0,1.0,271.72999999999996,267.149,0.59,,"2,4",,18.0,18.0
123,2016-01-12,0,0,1.0,271.72999999999996,268.1522,0.59,7.0015,"2,3",2.0,10.0,12.0
124,2016-01-12,1,0,1.0,271.72999999999996,267.149,0.59,11.0014,"2,3",,3.0,3.0
125,2016-01-12,2,0,2.0,272.66999999999996,267.149,0.55,12.998000000000001,"2,3",,3.0,3.0
126,2016-01-12,5,0,2.0,272.66999999999996,269.1488,0.55,8.9981,"2,3",,6.0,6.0
127,2016-01-12,6,0,2.0,272.66999999999996,269.1488,0.55,8.9981,"2,3",,27.0,27.0
128,2016-01-12,7,0,2.0,272.66999999999996,272.1518,0.55,0.0,"2,3",2.0,97.0,99.0
129,2016-01-12,8,0,2.0,273.60999999999996,271.1486,0.51,6.0032,"2,3",3.0,214.0,217.0
130,2016-01-12,9,0,2.0,273.60999999999996,270.152,0.51,11.0014,"2,3",3.0,127.0,130.0
131,2016-01-12,10,0,2.0,274.54999999999995,271.1486,0.51,11.0014,"2,3",3.0,51.0,54.0
132,2016-01-12,11,0,2.0,274.54999999999995,271.1486,0.47,8.9981,"2,3",4.0,31.0,35.0
133,2016-01-12,12,0,2.0,274.54999999999995,272.1518,0.51,7.0015,"2,3",2.0,55.0,57.0
134,2016-01-12,13,0,2.0,274.54999999999995,272.1518,0.59,6.0032,"2,3",6.0,46.0,52.0
135,2016-01-12,14,0,2.0,274.54999999999995,272.1518,0.59,6.0032,"2,3",3.0,60.0,63.0
136,2016-01-12,15,0,2.0,272.66999999999996,270.152,0.8,6.0032,"2,3",2.0,45.0,47.0
137,2016-01-12,16,0,2.0,272.66999999999996,267.149,0.86,15.001299999999999,"2,3",4.0,72.0,76.0
138,2016-01-12,17,0,2.0,272.66999999999996,267.149,0.86,15.001299999999999,"2,3",6.0,130.0,136.0
139,2016-01-12,18,0,3.0,272.66999999999996,269.1488,0.93,7.0015,"2,3",1.0,94.0,95.0
140,2016-01-12,19,0,3.0,272.66999999999996,272.1518,0.93,0.0,"2,3",,51.0,51.0
141,2016-01-12,20,0,3.0,272.66999999999996,267.149,0.93,12.998000000000001,"2,3",,32.0,32.0
142,2016-01-12,21,0,3.0,272.66999999999996,270.152,0.86,6.0032,"2,3",,20.0,20.0
143,2016-01-12,22,0,3.0,272.66999999999996,269.1488,0.93,7.0015,"2,3",1.0,28.0,29.0
144,2016-01-12,23,0,3.0,272.66999999999996,270.152,0.93,6.0032,"2,3",1.0,18.0,19.0
145,2016-01-13,0,0,2.0,272.66999999999996,270.152,0.86,6.0032,"2,3",,7.0,7.0
146,2016-01-13,1,0,2.0,272.66999999999996,269.1488,0.86,7.0015,"2,3",,6.0,6.0
147,2016-01-13,2,0,1.0,271.72999999999996,267.149,0.86,8.9981,"2,3",,1.0,1.0
148,2016-01-13,5,0,1.0,271.72999999999996,267.149,0.86,11.0014,"2,3",,5.0,5.0
149,2016-01-13,6,0,1.0,270.78999999999996,267.149,0.93,8.9981,"2,3",,16.0,16.0
150,2016-01-13,7,0,1.0,271.72999999999996,267.149,0.69,8.9981,"2,3",,54.0,54.0
151,2016-01-13,8,0,1.0,272.66999999999996,268.1522,0.59,11.0014,"2,3",3.0,125.0,128.0
152,2016-01-13,9,0,1.0,272.66999999999996,266.1524,0.59,22.0028,"2,3",3.0,78.0,81.0
153,2016-01-13,10,0,1.0,273.60999999999996,269.1488,0.55,15.001299999999999,"2,3",,39.0,39.0
154,2016-01-13,11,0,1.0,274.54999999999995,269.1488,0.51,26.0027,"2,3",3.0,32.0,35.0
155,2016-01-13,12,0,1.0,274.54999999999995,267.149,0.47,39.000699999999995,"2,3",3.0,52.0,55.0
156,2016-01-13,13,0,,275.48999999999995,270.152,0.44,23.9994,"2,3",,49.0,49.0
157,2016-01-13,14,0,1.0,274.54999999999995,269.1488,0.47,22.0028,"2,3",,44.0,44.0
158,2016-01-13,15,0,1.0,274.54999999999995,268.1522,0.47,27.999299999999998,"2,3",1.0,48.0,49.0
159,2016-01-13,16,0,1.0,275.48999999999995,270.152,0.44,22.0028,"2,3",5.0,63.0,68.0
160,2016-01-13,17,0,1.0,274.54999999999995,269.1488,0.47,23.9994,"2,3",,139.0,139.0
161,2016-01-13,18,0,1.0,274.54999999999995,267.149,0.47,35.0008,"2,3",2.0,135.0,137.0
162,2016-01-13,19,0,1.0,273.60999999999996,267.149,0.47,27.999299999999998,"2,3",1.0,82.0,83.0
163,2016-01-13,20,0,1.0,272.66999999999996,266.1524,0.5,22.0028,"2,3",2.0,54.0,56.0
164,2016-01-13,21,0,1.0,272.66999999999996,266.1524,0.55,22.0028,"2,3",,57.0,57.0
165,2016-01-13,22,0,1.0,272.66999999999996,265.14919999999995,0.55,30.002599999999997,"2,3",1.0,32.0,33.0
166,2016-01-13,23,0,1.0,271.72999999999996,264.1526,0.59,27.999299999999998,"2,3",1.0,19.0,20.0
167,2016-01-14,0,0,1.0,271.72999999999996,265.14919999999995,0.59,19.0012,"2,3",1.0,6.0,7.0
168,2016-01-14,1,0,1.0,271.72999999999996,265.14919999999995,0.5,19.0012,"2,3",,2.0,2.0
169,2016-01-14,2,0,1.0,271.72999999999996,265.14919999999995,0.5,23.9994,"2,3",,2.0,2.0
170,2016-01-14,3,0,1.0,271.72999999999996,265.14919999999995,0.5,22.0028,"2,3",,3.0,3.0
171,2016-01-14,4,0,1.0,271.72999999999996,265.14919999999995,0.5,16.997899999999998,"2,3",,4.0,4.0
172,2016-01-14,5,0,1.0,271.72999999999996,265.14919999999995,0.5,19.999499999999998,"2,3",,3.0,3.0
173,2016-01-14,6,0,1.0,270.78999999999996,267.149,0.54,8.9981,"2,3",,28.0,28.0
174,2016-01-14,7,0,1.0,270.78999999999996,267.149,0.54,8.9981,"2,3",,72.0,72.0
175,2016-01-14,8,0,1.0,271.72999999999996,266.1524,0.5,12.998000000000001,"2,3",5.0,197.0,202.0
176,2016-01-14,9,0,1.0,271.72999999999996,265.14919999999995,0.5,22.0028,"2,3",2.0,137.0,139.0
177,2016-01-14,10,0,2.0,272.66999999999996,266.1524,0.5,23.9994,"2,3",2.0,36.0,38.0
178,2016-01-14,11,0,2.0,274.54999999999995,268.1522,0.44,30.002599999999997,"2,3",4.0,33.0,37.0
179,2016-01-14,12,0,1.0,274.54999999999995,268.1522,0.44,27.999299999999998,"2,3",3.0,49.0,52.0
180,2016-01-14,13,0,1.0,275.48999999999995,270.152,0.41,30.002599999999997,"2,3",2.0,81.0,83.0
181,2016-01-14,14,0,1.0,275.48999999999995,270.152,0.41,26.0027,"2,3",3.0,39.0,42.0
182,2016-01-14,15,0,1.0,,271.1486,0.38,19.999499999999998,"2,3",5.0,55.0,60.0
183,2016-01-14,16,0,1.0,276.42999999999995,271.1486,0.38,23.9994,"2,3",2.0,76.0,78.0
184,2016-01-14,17,0,1.0,274.54999999999995,269.1488,0.4,19.0012,"2,3",4.0,158.0,162.0
185,2016-01-14,18,0,1.0,274.54999999999995,269.1488,0.4,22.0028,"2,3",3.0,141.0,144.0
186,2016-01-14,19,0,1.0,272.66999999999996,267.149,0.47,16.997899999999998,"2,3",1.0,98.0,99.0
187,2016-01-14,20,0,1.0,272.66999999999996,267.149,0.47,15.001299999999999,"2,3",,64.0,64.0
188,2016-01-14,21,0,1.0,271.72999999999996,265.14919999999995,0.46,19.999499999999998,"2,3",,40.0,40.0
189,2016-01-14,22,0,1.0,271.72999999999996,265.14919999999995,0.46,22.0028,"2,3",,30.0,30.0
190,2016-01-14,23,0,1.0,270.78999999999996,266.1524,0.5,,"2,3",1.0,14.0,15.0
191,2016-01-15,0,0,1.0,270.78999999999996,266.1524,0.5,12.998000000000001,"2,9",,,
192,2016-01-15,1,0,1.0,269.84999999999997,265.14919999999995,0.54,11.0014,"2,9",,,
193,2016-01-15,2,0,1.0,269.84999999999997,265.14919999999995,0.54,8.9981,"2,9",,,
194,2016-01-15,3,0,1.0,269.84999999999997,266.1524,0.54,7.0015,"2,9",,,
195,2016-01-15,5,0,1.0,269.84999999999997,266.1524,0.54,6.0032,"2,9",,,
196,2016-01-15,6,0,1.0,269.84999999999997,269.1488,0.54,0.0,"2,9",,,
197,2016-01-15,7,0,1.0,,265.14919999999995,0.74,11.0014,"2,9",,,
198,2016-01-15,8,0,1.0,270.78999999999996,268.1522,0.68,0.0,"2,9",,,
199,2016-01-15,9,0,1.0,271.72999999999996,267.149,0.69,8.9981,"2,9",,,
200,2016-01-15,10,0,1.0,273.60999999999996,269.1488,0.55,12.998000000000001,"2,9",,,
201,2016-01-15,11,0,1.0,273.60999999999996,268.1522,0.51,19.0012,"2,9",,,
202,2016-01-15,12,0,1.0,274.54999999999995,270.152,0.44,16.997899999999998,"2,9",,,
203,2016-01-15,13,0,1.0,275.48999999999995,270.152,0.37,26.0027,"2,9",,,
204,2016-01-15,14,0,1.0,275.48999999999995,271.1486,,19.0012,"2,9",,,
205,2016-01-15,15,0,1.0,276.42999999999995,273.1484,0.38,11.0014,"2,9",,,
206,2016-01-15,16,0,1.0,275.48999999999995,273.1484,0.41,7.0015,"2,9",,,
207,2016-01-15,17,0,1.0,275.48999999999995,272.1518,0.41,11.0014,"2,9",,,
208,2016-01-15,18,0,1.0,274.54999999999995,274.1516,0.47,0.0,"2,9",,,
209,2016-01-15,19,0,1.0,272.66999999999996,270.152,0.59,6.0032,"2,9",,,
210,2016-01-15,20,0,1.0,273.60999999999996,273.1484,0.59,0.0,"2,9",,,
211,2016-01-15,21,0,1.0,272.66999999999996,272.1518,0.69,0.0,"2,9",,,
212,2016-01-15,22,0,2.0,272.66999999999996,272.1518,0.69,0.0,"2,9",,,
213,2016-01-15,23,0,2.0,273.60999999999996,273.1484,0.55,0.0,"2,9",,,
214,2016-01-16,0,0,1.0,273.60999999999996,273.1484,0.55,0.0,"2,9",,,
215,2016-01-16,1,0,2.0,272.66999999999996,270.152,0.59,6.0032,"2,9",,,
216,2016-01-16,2,0,2.0,272.66999999999996,270.152,0.59,6.0032,"2,9",,,
217,2016-01-16,3,0,2.0,272.66999999999996,272.1518,0.59,0.0,"2,9",,,
218,2016-01-16,4,0,2.0,272.66999999999996,272.1518,0.59,0.0,"2,9",,,
219,2016-01-16,5,0,1.0,272.66999999999996,272.1518,0.59,0.0,"2,9",,,
220,2016-01-16,6,0,1.0,271.72999999999996,268.1522,0.63,7.0015,"2,9",,,
221,2016-01-16,7,0,1.0,271.72999999999996,271.1486,0.63,0.0,"2,9",,,
222,2016-01-16,8,0,1.0,271.72999999999996,267.149,0.63,8.9981,"2,9",,,
223,2016-01-16,9,0,1.0,272.66999999999996,269.1488,0.64,8.9981,"2,9",,,
224,2016-01-16,10,0,1.0,273.60999999999996,270.152,0.59,11.0014,"2,9",,,
225,2016-01-16,11,0,1.0,274.54999999999995,270.152,0.55,15.001299999999999,"2,9",,,
226,2016-01-16,12,0,1.0,276.42999999999995,272.1518,0.48,15.001299999999999,"2,9",,,
227,2016-01-16,13,0,1.0,278.31,274.1516,0.38,19.999499999999998,"2,9",,,
228,2016-01-16,14,0,1.0,279.25,276.15139999999997,0.39,19.0012,"2,9",,,
229,2016-01-16,15,0,2.0,280.19,278.15119999999996,0.36,12.998000000000001,"2,9",,,
230,2016-01-16,16,0,2.0,281.13,279.14779999999996,0.34,12.998000000000001,"2,9",,,
231,2016-01-16,17,0,2.0,280.19,277.14799999999997,0.36,19.0012,"2,9",,,
232,2016-01-16,18,0,2.0,279.25,276.15139999999997,0.45,16.997899999999998,"2,9",,,
233,2016-01-16,19,0,2.0,280.19,277.14799999999997,0.39,16.997899999999998,"2,9",,,
234,2016-01-16,20,0,2.0,280.19,277.14799999999997,,16.997899999999998,"2,9",,,
235,2016-01-16,21,0,2.0,,277.14799999999997,0.39,15.001299999999999,"2,9",,,
236,2016-01-16,22,0,2.0,279.25,278.15119999999996,0.42,7.0015,"2,9",,,
237,2016-01-16,23,0,1.0,279.25,276.15139999999997,0.45,19.0012,"2,9",,,
238,2016-01-17,0,0,1.0,277.37,277.14799999999997,0.56,0.0,"2,9",,,
239,2016-01-17,1,0,1.0,277.37,275.1482,0.56,8.9981,"2,9",,,
240,2016-01-17,2,0,1.0,277.37,276.15139999999997,0.56,6.0032,"2,9",,,
241,2016-01-17,3,0,1.0,275.48999999999995,275.1482,0.69,0.0,"2,9",,,
242,2016-01-17,4,0,1.0,277.37,274.1516,0.56,11.0014,"2,9",,,
243,2016-01-17,5,0,2.0,277.37,274.1516,0.56,11.0014,"2,9",,,
244,2016-01-17,6,0,2.0,277.37,274.1516,0.56,11.0014,"2,9",,,
245,2016-01-17,7,0,2.0,276.42999999999995,271.1486,0.56,19.999499999999998,"2,9",,,
246,2016-01-17,8,0,1.0,275.48999999999995,271.1486,0.55,19.0012,"2,9",,,
247,2016-01-17,9,0,1.0,275.48999999999995,271.1486,0.51,16.997899999999998,"2,9",,,
248,2016-01-17,10,0,1.0,275.48999999999995,271.1486,0.51,19.0012,"2,9",,,
249,2016-01-17,11,0,1.0,276.42999999999995,272.1518,0.44,16.997899999999998,"2,9",,,
250,2016-01-17,12,0,1.0,276.42999999999995,271.1486,0.41,19.0012,"2,9",,,
251,2016-01-17,13,0,1.0,277.37,272.1518,0.35,19.999499999999998,"2,9",,,
252,2016-01-17,14,0,1.0,278.31,275.1482,0.36,16.997899999999998,"2,9",,,
253,2016-01-17,15,0,1.0,277.37,273.1484,0.38,16.997899999999998,"2,9",,,
254,2016-01-17,16,0,,276.42999999999995,272.1518,0.38,15.001299999999999,"2,9",,,
255,2016-01-17,17,0,1.0,275.48999999999995,271.1486,0.37,16.997899999999998,"2,9",,,
256,2016-01-17,18,0,1.0,274.54999999999995,271.1486,0.4,11.0014,"2,9",,,
257,2016-01-17,19,0,1.0,273.60999999999996,270.152,0.47,8.9981,"2,9",,,
258,2016-01-17,20,0,1.0,273.60999999999996,270.152,0.47,11.0014,"2,9",,,
259,2016-01-17,21,0,1.0,273.60999999999996,,0.51,11.0014,"2,9",,,
